,PA01H:NO,RN6:NO,SOULT:NO,OPERA:NO,RN20:NO,BP_EST:NO,ARG:NO,AUB:NO,AUT:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,PA15L:NO,OBJECTID
2020/10/06 07:00:00+00,2.400000,118.500000,51.300000,70.700000,131.800000,88.700000,15.400000,6.900000,166.900000,162.900000,58.500000,3.700000,54.800000,31,9.100000,8,0.900000,41.700000,4.500000,1,2,4.200000,,10.100000,5.900000,5.500000,3.600000,5.700000,4.700000,3.100000,0,0,4.700000,5.900000,53.400000,3.800000,2.300000,12.600000,31.700000,2.600000,6707
2020/10/06 08:00:00+00,5,62,48.200000,64.800000,110.800000,50.100000,6.800000,6.400000,96.900000,185,39.800000,3.900000,43.300000,26.500000,8.800000,9.300000,1.200000,28.200000,5.200000,1.300000,3.200000,,,4.700000,3.600000,4.400000,3.800000,5.300000,3.400000,4,,0.100000,3.400000,4.700000,55.800000,2,2.800000,15.900000,14.200000,2.700000,6708
2020/10/06 09:00:00+00,3,56.300000,19.600000,55.400000,82.600000,25.500000,6.200000,4.300000,89.600000,129.800000,34.600000,3,28.200000,12.300000,4.700000,,1.400000,20,3.500000,1.100000,1.700000,4.100000,1.900000,3.700000,3,3.400000,2.900000,4.700000,3,3,0.400000,0.200000,2.700000,3.100000,31.100000,1.400000,2.600000,11.300000,10.800000,2,6709
2020/10/06 10:00:00+00,3.800000,55.500000,16.700000,62.400000,80.800000,45.700000,8.100000,5.300000,81.200000,136.400000,41.200000,4,20.300000,14.300000,5,,2.100000,19.100000,3.300000,1.800000,2.400000,4.400000,3.500000,4.200000,2.500000,3.900000,2.600000,4.800000,3.500000,3.900000,0.100000,0,3.700000,3.800000,42.700000,1.700000,2.600000,8.100000,18.400000,2,6710
2020/10/06 11:00:00+00,3.500000,62.700000,14.300000,44.700000,76.500000,39.900000,6.900000,3.600000,92.200000,119.600000,39.200000,2.200000,28.400000,12.700000,4.500000,5.700000,1.600000,21.100000,3.100000,,1.800000,2.200000,2.800000,3.900000,2.300000,4,2.400000,4.900000,2.500000,2.800000,0.300000,0,2.400000,3.700000,60.400000,0.800000,1.800000,3.300000,13.700000,1.900000,6711
2020/10/06 12:00:00+00,3.500000,45.700000,12.700000,55.800000,82.100000,35.100000,5.200000,4.300000,75.600000,137,37.500000,3,21.200000,11,5,5.500000,1.900000,15.400000,3.700000,,2.100000,3.800000,2.600000,3.700000,3.100000,3,2.200000,4.800000,2.300000,3.200000,0.100000,0,3.200000,,29.800000,1.100000,2,10.100000,10.300000,2.400000,6712
2020/10/06 13:00:00+00,3.100000,76.100000,11,48.400000,70.300000,20.300000,5.700000,3.100000,91.500000,169.700000,42.200000,2.200000,28.100000,16.600000,4,4.900000,1.600000,18.200000,4.700000,0.900000,2,3.200000,2.300000,4.100000,2.700000,2.900000,2.300000,4.200000,1.400000,2.400000,0.100000,0,3.700000,,65.500000,,1.900000,7.600000,12.400000,2.100000,6713
2020/10/06 14:00:00+00,3,63.100000,22.200000,53.900000,72.900000,34,6.100000,4.100000,85,174.400000,41.100000,2.800000,24,16.800000,3.800000,5.500000,1.100000,15.200000,2.600000,0.800000,1.400000,2.200000,1.200000,4,2.300000,3,1.900000,4.300000,2,2,0.100000,0,3.500000,,57.600000,2.200000,2.500000,5.800000,13.200000,2,6714
2020/10/06 15:00:00+00,2.600000,68.200000,14.100000,42.600000,78.800000,19.800000,4.700000,3.100000,72.300000,164.900000,36.900000,1.900000,28.800000,13.100000,4,6.300000,1.100000,15.600000,3.500000,0.200000,1.300000,1.900000,2.200000,11.800000,2.800000,2.200000,1.600000,3.600000,1.500000,1.700000,0.200000,0,4.800000,3.600000,66.600000,1.800000,2.100000,2.500000,8.600000,1.500000,6715
2020/10/06 16:00:00+00,1.600000,71.700000,13.700000,50.400000,87.300000,23,4.600000,2.700000,58.200000,152.600000,27.700000,1,19,11.100000,2.600000,5.400000,1.100000,15.400000,3.900000,0.200000,1.100000,1.500000,2,6.200000,2.600000,1.900000,1.200000,3.800000,0.900000,1.300000,0.100000,0,1.600000,2.300000,41.800000,2.500000,1.100000,1.400000,8.600000,1.400000,6716
2020/10/06 17:00:00+00,1,65.800000,13.400000,33.100000,133.200000,17.700000,4.300000,2,61.500000,148.100000,32.900000,0.700000,45.100000,16.100000,2.100000,5.700000,0.900000,16,4.300000,0,1,0.900000,3.300000,4.500000,2.600000,2.100000,1.100000,3.600000,0.500000,0.900000,0.100000,0.100000,1.100000,2.200000,36.900000,2,0.700000,1.600000,7.700000,1.600000,6717
2020/10/06 18:00:00+00,0.900000,75.100000,8.100000,28.900000,105.100000,17,4.600000,1.300000,56.500000,129.400000,28.900000,0.600000,26.400000,10.500000,2.200000,8.700000,0.900000,13.600000,3.500000,0,1.100000,0.500000,2.300000,5.900000,2.400000,1.600000,0.900000,2.400000,0.400000,0.700000,0,0,0.300000,1.700000,33.200000,1,0.700000,0.900000,7.600000,1.100000,6718
2020/10/06 19:00:00+00,0.600000,58,7.800000,29,85.700000,20,1.900000,0.900000,62.100000,154.900000,33.300000,0,30.500000,10.600000,1.500000,4,0.800000,11.100000,2.300000,0,0.700000,0.300000,0.900000,4.200000,1.900000,1.600000,0.600000,1.800000,0.200000,0.700000,0.100000,0,0.300000,1.400000,16.500000,1,0.200000,0.400000,5.300000,0.800000,6719
2020/10/06 20:00:00+00,0.600000,42.800000,7.800000,16.500000,59,16.800000,0.900000,0.400000,45.900000,136.500000,21.400000,0.100000,22.900000,5.900000,1.400000,2.700000,0.800000,8.800000,0.600000,0,0.500000,0.100000,0.600000,2.400000,1.400000,1.600000,0.500000,1.500000,0,0.600000,0.100000,0,0,1.300000,16.500000,0.100000,0.100000,0.100000,4.800000,0.800000,6720
2020/10/06 21:00:00+00,0.500000,20.400000,9.300000,10.500000,27.400000,11.200000,0.800000,0,34.900000,88.700000,27.500000,0.100000,8.700000,8.400000,1.100000,2.100000,0.600000,6,0.800000,0,0.500000,0.100000,0.100000,0.800000,1,1.300000,0.500000,1.100000,0,0.400000,0.100000,0,0,1.100000,12.300000,0.500000,0.200000,0,3,1,6721
2020/10/06 22:00:00+00,0.600000,12.500000,7.600000,12.400000,16.700000,7,0.200000,0.200000,21.200000,66.800000,21.100000,0.100000,6.500000,5.700000,0.800000,1.100000,0.700000,6.200000,0.600000,0,0.400000,0.100000,0,0.500000,0.400000,1.100000,0.400000,1,0,0.200000,0,0,0,0.900000,12.100000,0.200000,0.200000,0.500000,3.100000,0,6722
2020/10/06 23:00:00+00,0.300000,14.400000,6.700000,6.800000,11.500000,4.400000,0,0.100000,19.300000,49.600000,14.900000,0,13.700000,4.700000,0.700000,0.600000,0.900000,5,0.700000,0,0.600000,0.100000,0,0.400000,0.500000,0.700000,0.300000,1.300000,0,0,0,0,0,0.900000,9.400000,0.100000,0.500000,0.100000,2.400000,0.500000,6723
2020/10/07 00:00:00+00,0.300000,6.900000,4.200000,5,9.200000,8.900000,0,0,19.200000,39,10.700000,0,3.700000,2.500000,0.900000,1,0.800000,2.600000,0.500000,0,0.800000,0,0,0.400000,0.600000,1.100000,0.300000,0.500000,0,0,0.300000,0,0,1,7.100000,0.300000,0.300000,0,1.600000,0.700000,6724
2020/10/07 01:00:00+00,0.300000,5,4.100000,1.900000,12.400000,5.200000,0,0,16.100000,23.300000,6.900000,0.100000,2.400000,1.200000,0.700000,0.500000,0.800000,2.300000,1.100000,0,0.400000,0,0,0.200000,0.400000,0.900000,0.200000,0.800000,0,0,0.200000,0,0,0.900000,3.700000,0.200000,0.200000,0,1.700000,0.900000,6725
2020/10/07 02:00:00+00,0.200000,5.200000,5.600000,2.400000,26.800000,12.400000,0.100000,0,17.900000,38.600000,6.700000,0,3.800000,0.900000,0.700000,0.200000,1.200000,2.400000,0.300000,0,0.700000,0.100000,0,0.200000,0.300000,0.900000,0.200000,0.400000,0,0,0,0,0,0.800000,4.400000,0.100000,0.100000,0,3.400000,0.700000,6726
2020/10/07 03:00:00+00,0.300000,8.900000,4.400000,0.700000,28.200000,7.100000,2.700000,0,27.700000,73.400000,9.800000,0,3.100000,1.600000,0.700000,1.100000,0.900000,2.700000,0.200000,0,0.800000,,0,0.300000,0.300000,1.200000,0.200000,0.800000,0,0.100000,0.100000,0,0,1,2.400000,0.200000,0.300000,0,1.400000,1.200000,6727
2020/10/07 04:00:00+00,0.200000,35.600000,5.400000,5,102.800000,12.100000,1.900000,0.300000,79,161.900000,13.800000,0.200000,4.800000,5.100000,1.800000,2,0.700000,8.300000,0.400000,0,1,,0,1.100000,0.600000,1.800000,0.300000,0.900000,0,0.200000,0,0,0,1.200000,5.300000,0.400000,0,0.200000,2.900000,0.600000,6728
2020/10/07 05:00:00+00,0.400000,52.400000,11.700000,21.900000,150.900000,29.500000,4.400000,1.900000,136.600000,236.600000,30,0.200000,16.900000,14.500000,5,7.200000,0.900000,12.100000,1.300000,0,0.800000,1.600000,0,6.300000,1.400000,2.500000,0.700000,1.900000,0.600000,0.500000,0.100000,0,0.100000,2.100000,20.500000,1,0.800000,3.800000,5.500000,1.100000,6729
2020/10/07 06:00:00+00,1.800000,77.900000,27.800000,46.500000,151.400000,44.400000,5.500000,6.300000,187.100000,241.300000,53.300000,0.500000,42,26.400000,8.700000,10.100000,0.900000,29.900000,2.200000,0,1.300000,2.400000,2.900000,8.700000,3.300000,5.200000,2.400000,5.600000,2,2.200000,0,0,1.200000,5.300000,44.800000,4.400000,1.100000,8.500000,40.900000,2,6730
2020/10/07 07:00:00+00,4,100.200000,46,85.400000,217.800000,48.700000,9,7.700000,174,257.800000,61.700000,3.300000,73.100000,38.100000,11.200000,13.200000,1.200000,36.600000,4,0.900000,2,6.400000,9.700000,10.700000,6.200000,6.600000,5.300000,7.700000,3.800000,3.500000,0.300000,0,3.400000,5.200000,62.900000,6,2.500000,12.700000,20.300000,3.500000,6731
2020/10/07 08:00:00+00,7.700000,76.900000,60.600000,91.400000,154.100000,32.700000,9,7.600000,130.600000,248,50.900000,3.900000,54.800000,37.100000,10.600000,19.100000,2.600000,46.900000,5.500000,2.500000,3.500000,10.900000,6.300000,7,5.200000,6.600000,11.400000,9.700000,6.200000,4.100000,0.200000,0,3.900000,8.200000,71.100000,5.100000,6.100000,18.500000,42.300000,4.700000,6732
2020/10/07 09:00:00+00,7.200000,56.100000,26.400000,70.200000,108.600000,26.500000,11.400000,6.800000,161.200000,225.600000,51.600000,3.500000,59.600000,25.500000,7.500000,12.200000,2.500000,26.700000,5.600000,2.600000,3.500000,8.200000,1.600000,5.900000,4.200000,6.100000,6.700000,8.800000,5,4.600000,0.300000,0.300000,4.500000,5.900000,51.900000,3.300000,6.100000,10.500000,57.700000,4.600000,6733
2020/10/07 10:00:00+00,3.800000,58.800000,16.100000,50.900000,,13.900000,7,5.900000,143.700000,223.200000,59,3.100000,18.400000,25.900000,5.200000,10.900000,1.400000,22.700000,5.100000,1.200000,2.700000,5.700000,1.900000,5.700000,3.300000,5,3.900000,7.300000,3.700000,4.600000,0.400000,0.100000,2.500000,5,59.100000,2.500000,4.200000,10.300000,15.400000,2.800000,6734
2020/10/07 11:00:00+00,3.200000,53.100000,9.600000,42.400000,50.100000,9.900000,3.700000,5,108.400000,220,70,3,26,20.700000,4.500000,8.300000,1.900000,23.500000,4.400000,1.200000,2.600000,3.500000,1.800000,8.300000,3,4.100000,2.900000,7.600000,2.200000,6.100000,0,0,3.300000,4.900000,44,2.500000,2.500000,4.500000,12.400000,2.400000,6735
2020/10/07 12:00:00+00,2.800000,51.100000,7.800000,47.300000,57.300000,6.600000,4.300000,3.500000,81.300000,228.800000,52.900000,2.800000,18,20.400000,3.700000,9.200000,1.500000,17.600000,5.400000,1.400000,1.900000,3.300000,2.400000,3.800000,2.600000,3.300000,2.100000,7.900000,2.300000,4.800000,0.100000,0,2.500000,4.500000,27.400000,2,3.200000,6.600000,17,4.400000,6736
2020/10/07 13:00:00+00,2.600000,84,13.500000,50,69.800000,4.500000,4.100000,4.100000,83.900000,216.900000,42.400000,1.900000,17.800000,26.300000,4.100000,9.200000,1.300000,21.800000,3.100000,1.900000,1.900000,2.500000,1,3.500000,2.500000,3.500000,2.500000,8.500000,1.900000,4.100000,0.400000,0,2.600000,3.400000,35,1.900000,3.200000,8.400000,19.500000,2.700000,6737
2020/10/07 14:00:00+00,2,61.700000,12.600000,40.200000,65.200000,15.500000,4.100000,4,78.900000,173.200000,,2,28.300000,23.700000,3.200000,8.500000,0.600000,18.800000,4,1.200000,1.500000,2.200000,1,3.900000,2.100000,3.500000,1.700000,5.100000,1.100000,3.500000,0.300000,0,2.500000,3.300000,41.600000,2.100000,2.700000,6.600000,15.100000,3.900000,6738
2020/10/07 15:00:00+00,2.100000,73.600000,16.100000,38.400000,96.800000,5.200000,4.200000,2.900000,85.300000,160.500000,55.300000,1.400000,20.100000,18.200000,3.400000,8.600000,1,16.600000,4.900000,1.200000,1.400000,2.100000,2.500000,5,2.100000,2.800000,2.200000,6.300000,1.700000,3.600000,0.200000,0,2.900000,3.200000,67.700000,3.200000,3.100000,4.200000,23.200000,1.900000,6739
2020/10/07 16:00:00+00,2.300000,75.500000,19.500000,49.800000,128.700000,9.600000,4.300000,2.900000,91.700000,156,60.100000,1.100000,34.800000,23.900000,3.300000,9.400000,1.700000,20.800000,3.500000,1.700000,1.300000,2.100000,3.400000,4.400000,2.700000,2.300000,1.800000,5,1.100000,2.300000,0.300000,0,2.500000,3.300000,48.400000,4.300000,1.400000,3.200000,8.700000,1.700000,6740
2020/10/07 17:00:00+00,1.800000,109.100000,16.800000,53.100000,134.800000,12.500000,6,3.300000,86,189.100000,42.800000,0.600000,57.300000,20.100000,2.900000,7.800000,1.100000,21,3.400000,0.800000,1.300000,1.600000,3.400000,5.400000,4.500000,2.700000,1.100000,4.500000,1,3.500000,0.500000,0,1.500000,2.700000,81.900000,2.100000,1.500000,2.500000,16.600000,1.700000,6741
2020/10/07 18:00:00+00,1.100000,96.600000,11.800000,41.500000,88.800000,23.900000,4.700000,1.800000,62.600000,183.200000,47.900000,0.500000,32.300000,12,2.200000,3.700000,0.800000,15.400000,2.600000,0,0.900000,0.800000,7.100000,6.800000,2.800000,1.800000,1.100000,3.700000,0,0.800000,0.200000,0,0.100000,5.100000,38,0.600000,0.800000,1.300000,8.100000,1.500000,6742
2020/10/07 19:00:00+00,0.700000,45.300000,12.700000,37.200000,150.900000,31.200000,3.800000,1.400000,75.600000,150.600000,43.300000,0.100000,37,13.100000,1.700000,3.400000,1.100000,10,0.700000,0,0.900000,0.500000,4.200000,4,1.500000,1.800000,0.800000,2.800000,0.300000,0.800000,0.200000,0,0,1.800000,33.800000,1.300000,0.400000,0.800000,16.700000,0.700000,6743
2020/10/07 20:00:00+00,0.700000,74.500000,24.200000,24.600000,154.700000,13.500000,1.800000,0.700000,64.900000,154.500000,35.100000,0.100000,25.700000,9.500000,1.900000,3,1,13.100000,1.600000,0,0.800000,0.300000,10.800000,2,1.700000,2,0.600000,2,0.700000,1.100000,0,0,0,1.400000,18.300000,0.200000,0.300000,1.400000,13.500000,0.800000,6744
2020/10/07 21:00:00+00,0.800000,80.500000,84.300000,20.500000,82,11.800000,2.200000,0.900000,61.300000,119.400000,54.500000,0.200000,25.900000,10.600000,2.100000,1.900000,0.500000,8.800000,0.800000,0,0.800000,0.400000,3.900000,1.300000,3.200000,2.100000,0.600000,1.500000,0.300000,0.500000,0.200000,0,0,1.200000,29.800000,0.400000,1,0.900000,25.900000,1,6745
2020/10/07 22:00:00+00,1.100000,30.900000,92.700000,26.500000,42.800000,11.800000,2.100000,1.200000,37.700000,82.700000,63.900000,0.700000,29.900000,9.300000,1.600000,1.700000,0.700000,5.900000,1.300000,0,1.200000,0.300000,0.200000,1.300000,1.200000,2.400000,0.500000,3.700000,1.800000,0.600000,0,0,0.900000,0.900000,23.400000,0.600000,1.600000,0,28.800000,1.100000,6746
2020/10/07 23:00:00+00,1,17.900000,70.200000,14,24.300000,3.500000,1,1.200000,29.200000,53.500000,46.400000,0.800000,18.600000,6.300000,1.300000,1,0.800000,5.200000,0.900000,0,1.200000,0.500000,0,1.600000,0.500000,1.100000,0.500000,2.400000,1,0.500000,0,0,0,1,11.700000,0.100000,1.300000,0.100000,20.600000,0.700000,6747
2020/10/08 00:00:00+00,0.300000,10.900000,39,6.700000,14.300000,3.700000,0.100000,0.300000,19.300000,45,20.300000,0.100000,6.700000,4.200000,0.900000,0.300000,0.900000,3.800000,0.400000,0,1.100000,,0,1.200000,0.400000,0.700000,0.400000,1,0.400000,0.200000,0,0,0,0.800000,6.100000,0.300000,0.400000,0,7.800000,0.800000,6748
2020/10/08 01:00:00+00,0.200000,8.100000,25.600000,3.400000,12.100000,1.100000,0.400000,0,12.700000,30.200000,12.500000,0.100000,2.600000,1.900000,0.500000,0.100000,1,2.800000,0.200000,0,0.500000,,0,0.900000,0.500000,0.500000,0.300000,0.700000,0,0.100000,0,0,0,0.700000,5.200000,0.400000,0.100000,0,3.200000,0.500000,6749
2020/10/08 02:00:00+00,0.300000,6.400000,31.200000,3.100000,27.800000,1.200000,0,0,12.300000,26.300000,7.900000,0,3.200000,1.200000,0.500000,0.300000,0.800000,1.500000,0.500000,0,0.200000,0.300000,0,0.800000,0.400000,0.800000,0.300000,0.400000,0,0,0.100000,0,0,0.800000,3.300000,0.200000,0.200000,0,3.900000,0.800000,6750
2020/10/08 03:00:00+00,0.300000,11.500000,13.500000,1.800000,33.300000,13.900000,1.100000,0,15.100000,48.200000,11.900000,0,2.800000,1.400000,0.600000,0.100000,0.900000,2.100000,0.600000,0,0.600000,0.100000,0,0.900000,0.700000,0.600000,0.300000,0.400000,0,0,0,0,0,0.900000,3.100000,0.100000,0.100000,0,4.500000,0.500000,6751
2020/10/08 04:00:00+00,0.400000,34.100000,4.700000,7.500000,97.300000,49.900000,4.100000,0.200000,56.800000,87.500000,41.300000,0,3.300000,5.200000,0.800000,0.200000,0.700000,6.900000,0.800000,0.300000,1,0.300000,0.400000,1.100000,0.800000,1.100000,0.300000,0.700000,0.200000,0.200000,0.100000,0,0,0.700000,3,0.100000,0.300000,0.100000,7.600000,0.400000,6752
2020/10/08 05:00:00+00,0.800000,63.600000,9,17.100000,140,69.900000,6.800000,2.400000,93.600000,85.900000,75.200000,0.500000,7.600000,11.100000,1.800000,3.700000,0.500000,9.600000,3.300000,0.100000,0.900000,0.400000,2,2.900000,1.600000,1.900000,0.500000,1.500000,0.800000,0.500000,0.100000,0,0,1.800000,14.800000,0.100000,0.400000,0.700000,25.600000,0.800000,6753
2020/10/08 06:00:00+00,1.900000,120.700000,36.800000,47.900000,128.100000,99.900000,7.200000,6.700000,141.200000,66.900000,65.700000,1.900000,32.700000,24,4,10.500000,0.500000,26.800000,6.800000,0,0.600000,0.800000,4.200000,6.500000,2.700000,4.200000,1.800000,4.700000,2.100000,0.800000,0.400000,0,1.200000,1.900000,29.300000,0.300000,2.200000,2.800000,56.900000,1.800000,6754
2020/10/08 07:00:00+00,3.200000,136.400000,56.600000,74.500000,168.400000,104.100000,7.100000,5,100.300000,90.700000,68,3.300000,40.300000,19.600000,6.200000,7.300000,0.600000,25.600000,5.200000,0.400000,1.700000,1.900000,8.100000,7.700000,2.600000,3.800000,4,6.100000,3.600000,1.800000,0.200000,0,1.700000,4,29.700000,0.900000,4,6,42.900000,2,6755
2020/10/08 08:00:00+00,5,107.800000,33.500000,72.700000,123.400000,104.600000,8.400000,7.600000,83.900000,90.600000,109.900000,5.600000,55.900000,15.800000,5.400000,8.300000,1.400000,22.200000,3.800000,1.300000,2.400000,2.600000,5.100000,6,2.700000,5,6.600000,7.200000,4.700000,2.900000,0,0,2.800000,3.800000,32.500000,0.600000,3.700000,5.200000,40.100000,2.500000,6756
2020/10/08 09:00:00+00,5.800000,85,13.100000,74.500000,91.600000,76.800000,7.300000,9.600000,61.900000,96.600000,71.400000,10.800000,43.800000,16.200000,5.200000,8.300000,2.300000,22.600000,4.100000,2.400000,3.700000,2.300000,4,4.700000,2.300000,4.900000,3.400000,8,4.400000,3.900000,0.100000,0.200000,5.200000,4.200000,27.100000,1,5,4.200000,52.600000,3.300000,6757
2020/10/08 10:00:00+00,4.100000,72.600000,14.900000,65.900000,72.800000,52.400000,5.600000,6.500000,58.600000,102.800000,58.500000,5.100000,37.700000,14,4.800000,5.500000,1.900000,23.800000,3,1.700000,3.200000,2.400000,2.700000,4.700000,2.800000,3.100000,3.500000,5.600000,5.700000,3,0.400000,0.200000,3.400000,3.500000,20.900000,1.500000,3,4.500000,19.400000,3.400000,6758
2020/10/08 11:00:00+00,3.400000,58.900000,9.800000,46.500000,68.400000,48.400000,5.600000,3.800000,72.300000,121.100000,48.400000,2.300000,27.500000,9,3.300000,4.900000,1.500000,22.200000,2.900000,1.300000,2,2,1.700000,3.900000,2.400000,3.200000,3.100000,5.100000,1.700000,2.400000,0.300000,0.100000,2,3,48.300000,1.400000,1.600000,2,11.300000,1.800000,6759
2020/10/08 12:00:00+00,2.900000,69.500000,14,45.900000,79.600000,45.900000,7.400000,4.200000,61.400000,132.500000,42.300000,1.500000,33.600000,8.600000,3.900000,4.400000,1.500000,16.600000,2.400000,1,2,1.900000,3,3.400000,1.600000,2.900000,2,3.300000,1.500000,1.600000,0.100000,0,1.300000,2.700000,23.800000,1.100000,1.100000,3.300000,12.800000,1.700000,6760
2020/10/08 13:00:00+00,4.200000,67.200000,17,50,88.800000,57.700000,5.200000,5,63,114.400000,48.500000,2.600000,43.300000,8.300000,2.800000,5.200000,1.600000,18,3.700000,1.400000,,2,2.400000,2.900000,2.300000,3,3.300000,3.900000,5,,0,0,2.400000,2.400000,34.300000,1.400000,1.500000,4.100000,19,2.400000,6761
2020/10/08 14:00:00+00,2.600000,80.400000,23.300000,50.300000,102.400000,59,5.300000,4.800000,56,99.400000,48.700000,2.300000,34,11.800000,3.700000,4.700000,1.500000,17.700000,3.200000,1.500000,,1.700000,2.300000,3.800000,2.200000,3.100000,2.900000,4.700000,2.300000,,0,0.100000,2.500000,2.900000,41.700000,0.600000,1.500000,3.400000,21.700000,2.100000,6762
2020/10/08 15:00:00+00,2.400000,100,16.800000,52.300000,105.900000,44.800000,6.300000,4.500000,60.500000,116,45.600000,2,28.200000,18.100000,3.100000,5.500000,1.600000,17.500000,3.800000,1.300000,2.100000,1.900000,2.400000,5.600000,3.200000,2.300000,1.600000,4.200000,1.900000,1.600000,0.100000,0,2.500000,3.800000,42.600000,1,1.300000,5.300000,15.400000,2,6763
2020/10/08 16:00:00+00,2.200000,110.600000,17.400000,51.800000,110.700000,27.300000,5.500000,3.800000,59.400000,112.200000,46.600000,1.800000,25.100000,18,3.200000,4,1.500000,15.800000,2.700000,1,1.900000,1.600000,2.600000,5,3.100000,2.200000,1.300000,2.900000,1.300000,1.400000,0,0.100000,1.500000,2.600000,39.600000,0.900000,1.200000,2.200000,18.600000,2.300000,6764
2020/10/08 17:00:00+00,1.400000,76.300000,19.600000,42,90,42.400000,4.400000,3.100000,48.200000,85.900000,36.400000,0.800000,26,27.300000,2.700000,5,0.900000,13.800000,3.700000,0.700000,1.900000,1.200000,2.500000,4.100000,2.500000,1.900000,0.900000,3.300000,1.100000,0.900000,0,0,0.500000,2,32.600000,0.300000,1,1.400000,13.100000,1.400000,6765
2020/10/08 18:00:00+00,0.800000,69.600000,9.100000,44.400000,76.200000,32.900000,4.800000,2.200000,44.300000,78.300000,40.800000,0.500000,33.700000,11.800000,1.700000,4.200000,0.600000,13.400000,3.100000,0.300000,0.900000,0.600000,1.400000,3.300000,2.300000,1.700000,0.600000,2,0.900000,0.200000,0,0,0.100000,1.500000,18.200000,0.200000,0.700000,0.400000,14,0.700000,6766
